Frequency,Depth,Pitch,Speed,Behavioral State,Normalized Depth %,Individual,Species,Species_Num,Length,Efficiency,Thrust Power,Drag Coefficient,Reynolds Number 
0.32258,56.554,-19.006,3.9097,,,5,Minke,1,8.0395,0.95447,2577.9,0.0030661,3.0107E+07
0.52632,65.955,-36.158,2.6256,,,5,Minke,1,8.0395,0.86963,6264.8,0.024601,2.0219E+07
0.45455,51.482,-50.848,1.9985,,,5,Minke,1,8.0395,0.84807,3680.5,0.032775,1.539E+07
0.18182,42.105,-24.911,1.9904,,,5,Minke,1,8.0395,0.95315,403.39,0.003636,1.5328E+07
0.58824,47.008,-28.016,3.6647,,,5,Minke,1,8.0395,0.90835,9519.8,0.013748,2.8221E+07
0.38462,56.459,-46.81,4.3349,,,5,Minke,1,8.0395,0.95354,3967.6,0.0034621,3.3381E+07
0.45455,132.8,-5.6864,3.2821,,,5,Minke,1,8.0395,0.93475,4252.2,0.0085483,2.5274E+07
0.55556,130.08,-7.7822,2.8861,,,5,Minke,1,8.0395,0.87621,7564.4,0.022365,2.2225E+07
0.27778,160.61,16.466,3.1086,,,5,Minke,1,8.0395,0.95345,1480.7,0.0035037,2.3938E+07
0.4,169.04,19.586,2.4473,,,5,Minke,1,8.0395,0.90334,3036.1,0.014723,1.8845E+07
0.52632,167.72,27.6,3.2234,,,5,Minke,1,8.0395,0.90337,6925,0.014697,2.4822E+07
0.66667,165.65,32.3,3.7964,,,5,Minke,1,8.0395,0.89182,13731,0.017837,2.9235E+07
0.625,162.66,-6.6334,4.0729,,,5,Minke,1,8.0395,0.91414,11615,0.012219,3.1364E+07
0.32258,180.97,-11.309,3.871,,,5,Minke,1,8.0395,0.95435,2543.9,0.0031173,2.9809E+07
0.76923,179.17,-7.9607,3.6902,,,5,Minke,1,8.0395,0.86268,19056,0.026955,2.8417E+07
0.52632,171.64,28.078,2.8964,,,5,Minke,1,8.0395,0.88583,6653.2,0.019463,2.2304E+07
0.66667,171.93,38.117,4.4324,,,5,Minke,1,8.0395,0.91918,13875,0.011326,3.4132E+07
0.33333,42.396,68.408,2.5231,,,5,Minke,1,8.0395,0.9426,1645.3,0.0072807,1.9429E+07
0.47619,36.685,66.105,3.0395,,,5,Minke,1,8.0395,0.91137,5105.1,0.012922,2.3406E+07
0.52632,18.292,12.004,4.7416,,,5,Minke,1,8.0395,0.95023,7609.5,0.0050736,3.6513E+07
0.55556,16.921,10.128,5.0132,,,5,Minke,1,8.0395,0.95026,8968,0.0050593,3.8605E+07
0.58824,15.833,8.3843,5.1809,,,5,Minke,1,8.0395,0.94985,10324,0.0052766,3.9896E+07
0.55556,14.908,12.564,5.3171,,,5,Minke,1,8.0395,0.9512,9667,0.004571,4.0945E+07
0.625,13.779,12.248,5.4977,,,5,Minke,1,8.0395,0.94983,12363,0.0052883,4.2336E+07
0.27778,9.6083,0.66801,1.7764,,,5,Minke,1,8.0395,0.91142,1015.7,0.012878,1.368E+07
0.52632,25.81,38.119,4.6845,,,5,Minke,1,8.0395,0.95003,7493.6,0.0051812,3.6074E+07
0.5,23.112,37.354,4.5918,,,5,Minke,1,8.0395,0.95054,6685.3,0.0049079,3.536E+07
0.32258,19.723,32.704,4.0118,,,5,Minke,1,8.0395,0.95478,2668.5,0.0029376,3.0893E+07
0.38462,29.733,12.793,2.4224,,,5,Minke,1,8.0395,0.90864,2696.8,0.013485,1.8654E+07
0.52632,29.854,4.7792,2.8015,,,5,Minke,1,8.0395,0.87971,6548.6,0.02117,2.1573E+07
0.4,30.606,15.162,3.3648,,,5,Minke,1,8.0395,0.94906,3063.8,0.0057161,2.5911E+07
0.47619,29.776,22.06,3.9754,,,5,Minke,1,8.0395,0.94892,5120.1,0.0057927,3.0613E+07
0.41667,8.5912,7.2594,4.5545,,,5,Minke,1,8.0395,0.95313,4845.3,0.0036453,3.5072E+07
0.5,6.11,-14.718,4.7003,,,5,Minke,1,8.0395,0.95092,6887.3,0.0047142,3.6195E+07
0.43478,1.8685,10.193,2.422,,,5,Minke,1,8.0395,0.88868,3757.8,0.018799,1.8651E+07
0.47619,7.1711,-38.077,3.7881,,,5,Minke,1,8.0395,0.94804,4821.2,0.006304,2.9171E+07
0.38462,7.3608,-16.545,4.032,,,5,Minke,1,8.0395,0.95255,3608.2,0.0039126,3.1049E+07
0.30303,5.3457,-17.112,4.1016,,,5,Minke,1,8.0395,0.95576,2480.8,0.0025553,3.1585E+07
0.28571,26.081,-14.729,2.3072,,,6,Minke,1,8.6209,0.94363,1243.1,0.0067091,1.9052E+07
0.20833,37.443,-38.74,1.6921,,,6,Minke,1,8.6209,0.94374,485.42,0.0066411,1.3973E+07
0.41667,17.331,-8.8064,2.4489,,,6,Minke,1,8.6209,0.88761,3964.2,0.017892,2.0222E+07
0.45455,18.598,-14.623,2.9275,,,6,Minke,1,8.6209,0.90207,5347.2,0.014126,2.4174E+07
0.4,20.123,-17.248,2.009,,,6,Minke,1,8.6209,0.85897,3209.2,0.026235,1.6589E+07
0.625,22.209,-8.6505,2.8738,,,6,Minke,1,8.6209,0.84439,11424,0.031905,2.3731E+07
0.58824,44.071,-2.0694,2.5886,,,6,Minke,1,8.6209,0.8368,9188.2,0.035111,2.1376E+07
0.58824,44.438,8.4141,3.3367,,,6,Minke,1,8.6209,0.88156,10951,0.019539,2.7553E+07
0.55556,33.473,-39.595,2.584,,,6,Minke,1,8.6209,0.84759,8059.5,0.030963,2.1338E+07
0.34483,55.915,-26.005,1.9889,,,6,Minke,1,8.6209,0.88457,2223.7,0.018734,1.6424E+07
0.66667,59.178,-31.032,2.519,,,6,Minke,1,8.6209,0.81096,11623,0.048199,2.0801E+07
0.52632,74.833,-13.689,2.8914,,,6,Minke,1,8.6209,0.8754,7723.8,0.021179,2.3876E+07
0.47619,59.671,-5.1063,2.9852,,,6,Minke,1,8.6209,0.89905,6049.8,0.015074,2.4651E+07
0.47619,79.465,-11.342,2.486,,,6,Minke,1,8.6209,0.86582,5559.1,0.023983,2.0528E+07
0.32258,70.982,-30.274,2.6131,,,6,Minke,1,8.6209,0.94369,1796,0.0066721,2.1578E+07
0.5,141.83,-7.5712,3.394,,,6,Minke,1,8.6209,0.91262,7059.3,0.011968,2.8027E+07
0.47619,143.56,-5.3379,3.379,,,6,Minke,1,8.6209,0.92044,6067.2,0.010424,2.7903E+07
0.52632,144.27,-1.0601,3.4862,,,6,Minke,1,8.6209,0.90731,8293.4,0.012974,2.8787E+07
0.71429,143.63,5.2734,3.7655,,,6,Minke,1,8.6209,0.86881,18778,0.023312,3.1094E+07
0.43478,136.47,-19.141,2.7084,,,6,Minke,1,8.6209,0.89661,4646.3,0.015501,2.2365E+07
0.27778,136.61,-12.685,3.413,,,6,Minke,1,8.6209,0.95449,1854.2,0.0030913,2.8183E+07
0.32258,139.4,-4.8286,3.4206,,,6,Minke,1,8.6209,0.95254,2390.7,0.0039596,2.8246E+07
0.58824,140.1,5.3206,3.6248,,,6,Minke,1,8.6209,0.89385,11511,0.01602,2.9932E+07
0.41667,133.68,9.251,3.3486,,,6,Minke,1,8.6209,0.94354,3832.5,0.0067657,2.7651E+07
0.41667,132.07,-24.625,3.9374,,,6,Minke,1,8.6209,0.95081,4440.8,0.0048223,3.2513E+07
0.35714,153.77,-17.506,3.6892,,,6,Minke,1,8.6209,0.95217,3135.9,0.0041398,3.0464E+07
0.33333,140.55,22.445,3.6879,,,6,Minke,1,8.6209,0.95314,2788.5,0.0036849,3.0453E+07
0.37037,153.24,-11.403,3.3799,,,6,Minke,1,8.6209,0.95024,2983.5,0.0051219,2.791E+07
0.4,169.4,4.6245,3.5572,,,6,Minke,1,8.6209,0.94981,3637.4,0.0053566,2.9374E+07
0.47619,161.63,-2.934,3.5378,,,6,Minke,1,8.6209,0.92829,6018.9,0.0090099,2.9214E+07
0.5,151.62,8.9537,2.7525,,,6,Minke,1,8.6209,0.87548,6639,0.021102,2.2729E+07
0.58824,153.54,2.4197,2.3573,,,6,Minke,1,8.6209,0.82315,8391.9,0.042464,1.9466E+07
0.43478,165.12,-15.184,3.4557,,,6,Minke,1,8.6209,0.94101,4409.5,0.0070822,2.8536E+07
0.2439,167.94,-3.5532,3.5258,,,6,Minke,1,8.6209,0.95633,1565,0.0023667,2.9114E+07
0.5,167.7,2.5672,3.6699,,,6,Minke,1,8.6209,0.92581,7018,0.0094112,3.0305E+07
0.29412,151.82,-2.9442,2.1148,,,6,Minke,1,8.6209,0.92075,1453.2,0.010183,1.7463E+07
0.625,155.89,-1.2877,3.1477,,,6,Minke,1,8.6209,0.86174,12154,0.02583,2.5993E+07
0.47619,172.56,-10.346,2.9288,,,6,Minke,1,8.6209,0.89379,6092.3,0.016074,2.4185E+07
0.625,176.2,-7.9623,3.3905,,,6,Minke,1,8.6209,0.87251,12886,0.021914,2.7997E+07
0.29412,169.01,-13.834,2.6948,,,6,Minke,1,8.6209,0.95031,1501.8,0.0050863,2.2253E+07
0.5,182.17,-7.5559,3.1821,,,6,Minke,1,8.6209,0.89947,7134.8,0.014678,2.6276E+07
0.4,183.59,-6.7739,3.0242,,,6,Minke,1,8.6209,0.931,3562.5,0.0085377,2.4972E+07
0.41667,172.43,-17.299,3.2004,,,6,Minke,1,8.6209,0.93354,4011.9,0.0081125,2.6427E+07
0.37037,174.7,-4.7778,3.2543,,,6,Minke,1,8.6209,0.94961,2844,0.0054699,2.6872E+07
0.55556,175.17,8.6155,3.2674,,,6,Minke,1,8.6209,0.88764,9404.5,0.017871,2.6981E+07
0.33333,176.61,-4.8377,3.0205,,,6,Minke,1,8.6209,0.95013,2155.6,0.0051849,2.4942E+07
0.47619,177.75,2.5785,3.0506,,,6,Minke,1,8.6209,0.90193,6107.6,0.01426,2.5191E+07
0.5,177.13,22.293,3.3067,,,6,Minke,1,8.6209,0.90727,7096.9,0.01301,2.7306E+07
0.29412,168.49,8.9365,2.68,,,6,Minke,1,8.6209,0.95022,1491.2,0.0051353,2.213E+07
0.52632,167.67,22.253,3.3532,,,6,Minke,1,8.6209,0.90178,8190.8,0.0144,2.7689E+07
0.29412,173.46,10.264,3.009,,,6,Minke,1,8.6209,0.95203,1729.7,0.0042085,2.4847E+07
0.52632,171.85,23.588,2.9364,,,6,Minke,1,8.6209,0.87844,7778.2,0.020363,2.4248E+07
0.45455,168.01,26.01,3.3235,,,6,Minke,1,8.6209,0.92572,5247.6,0.0094754,2.7444E+07
0.55556,163.75,5.9142,3.4961,,,6,Minke,1,8.6209,0.89916,9652.4,0.014972,2.887E+07
0.55556,38.209,24.962,3.26,,,6,Minke,1,8.6209,0.88756,9378.3,0.017942,2.692E+07
0.45455,121.48,-16.461,2.9413,,,6,Minke,1,8.6209,0.9022,5378.1,0.01401,2.4288E+07
0.3125,120.32,-23.59,2.8143,,,6,Minke,1,8.6209,0.95002,1762.3,0.0052407,2.3239E+07
0.55556,121.64,6.7556,2.8559,,,6,Minke,1,8.6209,0.86517,8660,0.024644,2.3583E+07
0.20833,120,-14.884,2.6752,,,6,Minke,1,8.6209,0.95502,829.93,0.0028734,2.209E+07
0.5,120.97,-4.5585,2.9446,,,6,Minke,1,8.6209,0.88768,6867.2,0.017829,2.4315E+07
0.55556,120.22,4.0221,3.0514,,,6,Minke,1,8.6209,0.87539,9081.4,0.021187,2.5197E+07
0.23256,114.82,9.6415,2.4149,,,6,Minke,1,8.6209,0.95224,871.74,0.0041031,1.9941E+07
0.32258,116.62,-37.8,2.7382,,,6,Minke,1,8.6209,0.949,1799.3,0.0058091,2.2611E+07
0.58824,120.73,-24.337,3.354,,,6,Minke,1,8.6209,0.88174,11021,0.019362,2.7696E+07
0.76923,117.16,-6.518,3.651,,,6,Minke,1,8.6209,0.85128,21723,0.029587,3.0148E+07
0.76923,117.59,-10.383,3.7824,,,6,Minke,1,8.6209,0.85554,22468,0.027522,3.1233E+07
0.47619,118.17,-33.715,3.2011,,,6,Minke,1,8.6209,0.91002,6141.3,0.01241,2.6434E+07
0.2381,121.17,-12.688,2.7668,,,6,Minke,1,8.6209,0.95379,1084.2,0.0033928,2.2847E+07
0.55556,122.74,-5.057,3.1159,,,6,Minke,1,8.6209,0.87863,9207.6,0.020175,2.5729E+07
0.28571,123.6,-31.796,2.9724,,,6,Minke,1,8.6209,0.95227,1620.5,0.00409,2.4545E+07
0.55556,128.16,-12.308,3.4866,,,6,Minke,1,8.6209,0.89908,9620.1,0.015044,2.8791E+07
0.33333,81.35,-51.969,3.554,,,6,Minke,1,8.6209,0.95262,2656.8,0.0039229,2.9347E+07
0.55556,116.02,-27.725,2.8476,,,6,Minke,1,8.6209,0.86251,8724.5,0.025044,2.3514E+07
0.47619,118.7,-17.264,3.4457,,,6,Minke,1,8.6209,0.92324,6088.4,0.0098641,2.8454E+07
0.71429,120.22,-9.6774,3.6829,,,6,Minke,1,8.6209,0.8653,18474,0.024514,3.0412E+07
0.41667,119.89,-18.835,3.1686,,,6,Minke,1,8.6209,0.93112,4055.9,0.0084505,2.6165E+07
0.58824,120.63,-2.4846,3.4859,,,6,Minke,1,8.6209,0.88788,11268,0.017634,2.8785E+07
0.5,117.53,-5.5738,3.3316,,,6,Minke,1,8.6209,0.90746,7162.9,0.012839,2.7511E+07
0.4,119.27,-21.189,2.9613,,,6,Minke,1,8.6209,0.926,3631.7,0.0092697,2.4453E+07
0.45455,122.14,-15.295,3.2719,,,6,Minke,1,8.6209,0.92312,5261.1,0.0099558,2.7018E+07
0.37037,125.38,-20.8,3.3782,,,6,Minke,1,8.6209,0.95023,2981.6,0.0051263,2.7896E+07
0.55556,128.23,-13.529,3.6136,,,6,Minke,1,8.6209,0.90467,9712.6,0.013644,2.9839E+07
0.58824,128.72,2.941,3.8916,,,6,Minke,1,8.6209,0.90728,11561,0.013002,3.2135E+07
0.17857,125.52,-11.895,2.907,,,6,Minke,1,8.6209,0.9575,724.63,0.0019552,2.4005E+07
0.5,127.05,9.5347,3.3323,,,6,Minke,1,8.6209,0.90747,7164.6,0.012835,2.7516E+07
0.37037,134.01,-14.389,3.328,,,6,Minke,1,8.6209,0.94999,2925.6,0.005261,2.7481E+07
0.28571,135.89,-6.0972,2.7809,,,6,Minke,1,8.6209,0.95127,1487,0.0045831,2.2964E+07
0.37037,135.18,13.924,3.0051,,,6,Minke,1,8.6209,0.94372,2723.9,0.0066532,2.4815E+07
0.17241,125.73,-22.086,2.3699,,,6,Minke,1,8.6209,0.95579,515.91,0.0025693,1.9569E+07
0.2439,134.58,-19.966,2.6182,,,6,Minke,1,8.6209,0.95272,1050,0.0038781,2.162E+07
0.58824,136.32,4.2046,3.4166,,,6,Minke,1,8.6209,0.88481,11134,0.018505,2.8213E+07
0.52632,129.58,-9.5127,3.2574,,,6,Minke,1,8.6209,0.89642,8176.3,0.01568,2.6898E+07
0.34483,129.68,-26.124,3.084,,,6,Minke,1,8.6209,0.94991,2347.1,0.0053041,2.5466E+07
0.43478,118.77,-44.763,4.4181,,,6,Minke,1,8.6209,0.95193,5539,0.0042573,3.6483E+07
0.4,134.12,-21.57,3.6197,,,6,Minke,1,8.6209,0.9501,3718.5,0.0051971,2.989E+07
0.32258,141.84,7.7982,3.2389,,,6,Minke,1,8.6209,0.95175,2227.4,0.0043454,2.6745E+07
0.625,132.37,-20.736,3.2685,,,6,Minke,1,8.6209,0.8659,12596,0.023911,2.699E+07
0.58824,134.39,-17.21,3.5691,,,6,Minke,1,8.6209,0.89339,11293,0.016464,2.9472E+07
0.28571,13.801,-12.794,2.2156,,,6,Minke,1,8.6209,0.93599,1277.2,0.0077841,1.8295E+07
0.38462,15.17,0.92496,2.6369,,,6,Minke,1,8.6209,0.91287,3252.9,0.01176,2.1774E+07
0.15873,12.064,-7.6297,2.271,,,6,Minke,1,8.6209,0.95623,425.28,0.0024068,1.8753E+07
0.18519,23.781,-12.907,2.3326,,,6,Minke,1,8.6209,0.95479,568,0.0029663,1.9262E+07
0.35714,39.864,-7.701,2.2473,,,6,Minke,1,8.6209,0.89916,2564.1,0.014974,1.8558E+07
0.33333,40.418,2.3259,2.5541,,,6,Minke,1,8.6209,0.93349,2047.9,0.0081473,2.109E+07
0.28571,40.556,-4.845,1.845,,,6,Minke,1,8.6209,0.90214,1332.3,0.014061,1.5235E+07
0.35714,40.628,-0.28569,2.3526,,,6,Minke,1,8.6209,0.90717,2573.8,0.013101,1.9427E+07
0.47619,38.774,-2.7839,2.2105,,,6,Minke,1,8.6209,0.84749,5062.8,0.031071,1.8253E+07
0.45455,38.801,-1.0734,2.6736,,,6,Minke,1,8.6209,0.88764,5151.7,0.017867,2.2078E+07
0.38462,40.575,4.5634,1.7488,,,6,Minke,1,8.6209,0.84381,2625.3,0.032537,1.4441E+07
0.34483,40.328,3.3398,2.2921,,,6,Minke,1,8.6209,0.9074,2342.6,0.012894,1.8928E+07
0.38462,37.445,-1.6396,2.6757,,,6,Minke,1,8.6209,0.91545,3248.8,0.011241,2.2095E+07
0.43478,40.016,-7.3949,2.5724,,,6,Minke,1,8.6209,0.88783,4541.1,0.017684,2.1241E+07
0.5,40.612,1.6704,2.9084,,,6,Minke,1,8.6209,0.88486,6850.3,0.018457,2.4016E+07
0.45455,42.76,1.9205,2.6869,,,6,Minke,1,8.6209,0.8878,5183.3,0.017711,2.2188E+07
0.4,42.912,-3.3534,2.3257,,,6,Minke,1,8.6209,0.88484,3505.4,0.018471,1.9205E+07
0.37037,43.782,0.94374,2.0912,,,6,Minke,1,8.6209,0.8814,2717.8,0.019699,1.7268E+07
0.43478,43.872,-0.33503,2.4128,,,6,Minke,1,8.6209,0.87824,4355.9,0.020556,1.9924E+07
0.38462,43.917,1.786,2.6642,,,6,Minke,1,8.6209,0.91535,3231.6,0.011327,2.2E+07
0.43478,42.363,-0.92374,2.7643,,,6,Minke,1,8.6209,0.89944,4685.4,0.014704,2.2826E+07
0.33333,30.566,28.676,2.1195,,,6,Minke,1,8.6209,0.89944,2111.7,0.014701,1.7502E+07
0.4,27.57,34.908,2.5524,,,6,Minke,1,8.6209,0.90182,3602.5,0.01436,2.1077E+07
0.47619,24.522,41.365,2.8876,,,6,Minke,1,8.6209,0.89337,5986.8,0.016482,2.3844E+07
0.30303,37.935,11.333,2.1031,,,6,Minke,1,8.6209,0.91539,1584.2,0.011289,1.7366E+07
0.35714,36.694,11.293,2.3429,,,6,Minke,1,8.6209,0.90489,2607.6,0.01344,1.9347E+07
0.32258,36.543,-9.6553,2.2826,,,6,Minke,1,8.6209,0.91811,1918.7,0.010693,1.8849E+07
0.43478,38.638,-8.6142,2.1194,,,6,Minke,1,8.6209,0.85513,4013.5,0.027944,1.7501E+07
0.41667,39.419,-5.8344,2.5566,,,6,Minke,1,8.6209,0.89372,4069.5,0.016142,2.1111E+07
0.33333,40.114,-3.3025,1.9552,,,6,Minke,1,8.6209,0.88755,2024.7,0.017955,1.6145E+07
0.33333,40.957,-5.158,1.8495,,,6,Minke,1,8.6209,0.87824,1962.6,0.020561,1.5273E+07
0.32258,41.489,-2.604,2.0118,,,6,Minke,1,8.6209,0.89664,1900.3,0.01547,1.6612E+07
0.4,42.756,-0.015808,2.2774,,,6,Minke,1,8.6209,0.88169,3459.2,0.019411,1.8806E+07
0.41667,42.627,6.3626,2.9611,,,6,Minke,1,8.6209,0.92048,4072.1,0.010396,2.4451E+07
0.41667,40.092,-1.3177,2.7335,,,6,Minke,1,8.6209,0.90489,4141,0.013439,2.2572E+07
0.66667,40.223,-0.13828,3.1791,,,6,Minke,1,8.6209,0.85151,14224,0.029345,2.6251E+07
0.5,37.665,-11.906,2.4814,,,6,Minke,1,8.6209,0.85843,6175.5,0.026791,2.049E+07
0.28571,37.158,-2.5768,2.1764,,,6,Minke,1,8.6209,0.93337,1280.3,0.0082316,1.7972E+07
0.4,37.373,-0.11277,2.6905,,,6,Minke,1,8.6209,0.91003,3642.5,0.012397,2.2217E+07
0.2439,36.694,19.496,1.719,,,6,Minke,1,8.6209,0.91802,825.26,0.010769,1.4195E+07
0.33333,34.499,14.833,2.2378,,,6,Minke,1,8.6209,0.90998,2103,0.012439,1.8479E+07
0.4,29.904,11.38,2.1968,,,6,Minke,1,8.6209,0.87539,3389.2,0.021191,1.814E+07
0.45455,28.963,9.6126,2.8068,,,6,Minke,1,8.6209,0.89636,5252,0.015744,2.3177E+07
0.37037,31.609,1.4835,2.0491,,,6,Minke,1,8.6209,0.87567,2715.1,0.020917,1.6921E+07
0.34483,41.017,-6.5867,1.972,,,6,Minke,1,8.6209,0.88185,2228.3,0.019261,1.6284E+07
0.41667,41.644,-0.2973,2.3472,,,6,Minke,1,8.6209,0.87879,3905.7,0.020019,1.9382E+07
0.38462,39.21,-3.8863,1.844,,,6,Minke,1,8.6209,0.85177,2749.7,0.029068,1.5227E+07
0.33333,39.624,-3.9642,2.2599,,,6,Minke,1,8.6209,0.91023,2128.7,0.012225,1.8661E+07
0.41667,40.243,-2.7821,2.7518,,,6,Minke,1,8.6209,0.90723,4100,0.013042,2.2723E+07
0.45455,40.005,1.1225,2.7305,,,6,Minke,1,8.6209,0.8907,5217.8,0.016988,2.2548E+07
0.32258,39.697,-2.0945,1.8174,,,6,Minke,1,8.6209,0.87879,1812.6,0.020016,1.5007E+07
0.41667,39.836,-2.6061,2.075,,,6,Minke,1,8.6209,0.85859,3589.2,0.026629,1.7135E+07
0.4,39.999,-9.6815,2.1363,,,6,Minke,1,8.6209,0.8719,3313.3,0.022524,1.7641E+07
0.27027,38.837,-4.2322,2.1538,,,6,Minke,1,8.6209,0.94106,1062.6,0.0070499,1.7785E+07
0.4,39.443,-4.6394,2.4721,,,6,Minke,1,8.6209,0.89638,3582.9,0.015719,2.0414E+07
0.35714,38.772,-0.021532,2.1022,,,6,Minke,1,8.6209,0.88766,2501.1,0.017844,1.7359E+07
0.33333,40.999,-5.0441,2.7709,,,6,Minke,1,8.6209,0.94863,1934,0.0060258,2.2881E+07
0.55556,41.626,-5.6121,2.9987,,,6,Minke,1,8.6209,0.87232,8994.2,0.022108,2.4762E+07
0.3125,41.716,0.28625,1.8842,,,6,Minke,1,8.6209,0.89081,1703.3,0.016877,1.5559E+07
0.28571,39.508,2.131,1.9693,,,6,Minke,1,8.6209,0.91523,1316.6,0.011427,1.6262E+07
0.34483,38.834,0.67424,1.9943,,,6,Minke,1,8.6209,0.88466,2231.2,0.018644,1.6468E+07
0.33333,38.731,-2.4797,2.001,,,6,Minke,1,8.6209,0.89068,2056,0.017009,1.6523E+07
0.4,38.974,-4.5716,2.0314,,,6,Minke,1,8.6209,0.8621,3219.2,0.025455,1.6774E+07
0.2381,36.956,12.131,2.1439,,,6,Minke,1,8.6209,0.95002,779.32,0.0052419,1.7704E+07
0.43478,35.818,4.6187,2.2442,,,6,Minke,1,8.6209,0.86534,4172,0.024468,1.8531E+07
0.35714,32.379,25.815,1.8614,,,6,Minke,1,8.6209,0.86575,2340.3,0.024054,1.537E+07
0.43478,30.003,28.928,2.2222,,,6,Minke,1,8.6209,0.86238,4167.1,0.02517,1.835E+07
0.43478,27.29,33.246,2.5964,,,6,Minke,1,8.6209,0.89051,4533.2,0.017167,2.144E+07
0.27027,41.023,-4.8808,2.4673,,,6,Minke,1,8.6209,0.95025,1159.9,0.0051187,2.0374E+07
0.37037,40.072,-3.643,2.1783,,,6,Minke,1,8.6209,0.88764,2786.5,0.017871,1.7987E+07
0.45455,44.683,-2.6178,2.4193,,,6,Minke,1,8.6209,0.8692,4896.9,0.022923,1.9977E+07
0.3125,43.279,2.6685,2.2207,,,6,Minke,1,8.6209,0.92048,1717.8,0.010397,1.8338E+07
0.37037,40.581,-5.4059,1.8546,,,6,Minke,1,8.6209,0.85884,2538.1,0.026373,1.5314E+07
0.43478,40.864,-4.8811,2.2347,,,6,Minke,1,8.6209,0.86517,4150.3,0.024649,1.8454E+07
0.32258,42.722,-9.8692,2.0782,,,6,Minke,1,8.6209,0.90208,1911.9,0.014118,1.7161E+07
0.3125,41.715,4.0686,1.9724,,,6,Minke,1,8.6209,0.89924,1724.2,0.014893,1.6288E+07
0.47619,45.61,-2.4925,2.6366,,,6,Minke,1,8.6209,0.8757,5776.3,0.020888,2.1772E+07
0.20833,44.352,-3.2592,2.1715,,,6,Minke,1,8.6209,0.9523,629.78,0.0040769,1.7931E+07
0.47619,43.146,-3.3581,2.1141,,,6,Minke,1,8.6209,0.83992,4882.2,0.034249,1.7457E+07
0.38462,41.442,-2.5265,1.8384,,,6,Minke,1,8.6209,0.85162,2739.4,0.029223,1.5181E+07
0.43478,41.798,-3.6085,2.3475,,,6,Minke,1,8.6209,0.87233,4312.7,0.022097,1.9385E+07
0.38462,43.131,-15.273,2.3562,,,6,Minke,1,8.6209,0.89368,3194.5,0.016187,1.9456E+07
0.41667,46.183,-1.7628,2.6426,,,6,Minke,1,8.6209,0.89937,4111.4,0.014767,2.1822E+07
0.35714,44.751,13.917,2.2213,,,6,Minke,1,8.6209,0.89656,2570.3,0.015543,1.8343E+07
0.35714,43.36,10.224,2.3583,,,6,Minke,1,8.6209,0.90723,2581.4,0.013046,1.9474E+07
0.37037,40.251,2.1988,1.953,,,6,Minke,1,8.6209,0.86882,2618.7,0.023302,1.6127E+07
0.4,44.707,-3.6795,1.8733,,,6,Minke,1,8.6209,0.84793,3034,0.030593,1.5469E+07
0.43478,45.151,-4.7895,2.1719,,,6,Minke,1,8.6209,0.85873,4093.7,0.026485,1.7935E+07
0.35714,41.079,27.332,2.2787,,,6,Minke,1,8.6209,0.90182,2563.8,0.014363,1.8816E+07
0.35714,38.002,26.02,2.4316,,,6,Minke,1,8.6209,0.9127,2582.2,0.011905,2.0079E+07
0.34483,29.279,34.292,2.1678,,,6,Minke,1,8.6209,0.89913,2305.2,0.015,1.79E+07
0.32258,25.647,33.337,2.2948,,,6,Minke,1,8.6209,0.9205,1892,0.010377,1.895E+07
0.34483,55.554,33.214,1.9103,,,6,Minke,1,8.6209,0.87572,2194.8,0.020869,1.5774E+07
0.32258,52.479,30.357,2.1708,,,6,Minke,1,8.6209,0.91004,1911.6,0.012387,1.7925E+07
0.43478,50.001,16.632,2.4816,,,6,Minke,1,8.6209,0.88178,4455.9,0.019327,2.0492E+07
0.34483,43.023,3.0427,2.1126,,,6,Minke,1,8.6209,0.89368,2302.3,0.016185,1.7445E+07
0.27027,45.032,-1.3044,1.7642,,,6,Minke,1,8.6209,0.90476,1123.2,0.013558,1.4568E+07
0.34483,44.963,1.6372,2.1158,,,6,Minke,1,8.6209,0.89372,2306.6,0.016142,1.7471E+07
0.32258,43.259,-3.9891,2.0914,,,6,Minke,1,8.6209,0.90459,1893.8,0.013722,1.727E+07
0.47619,43.719,-7.5239,2.5445,,,6,Minke,1,8.6209,0.87192,5593.4,0.022506,2.1011E+07
0.4,45.92,-5.5573,2.0372,,,6,Minke,1,8.6209,0.86223,3230.6,0.025327,1.6822E+07
0.43478,46.264,-5.2686,2.3002,,,6,Minke,1,8.6209,0.86896,4253.7,0.023167,1.8994E+07
0.35714,40.598,19.769,2.0359,,,6,Minke,1,8.6209,0.88174,2465.9,0.019369,1.6812E+07
0.41667,39.055,16.489,2.4298,,,6,Minke,1,8.6209,0.88494,3976.6,0.018375,2.0064E+07
0.38462,30.854,5.4518,2.3661,,,6,Minke,1,8.6209,0.8938,3211,0.016068,1.9538E+07
0.35714,29.674,-4.924,2.1924,,,6,Minke,1,8.6209,0.89374,2564.1,0.016129,1.8104E+07
0.32258,41.735,-19.351,1.9409,,,6,Minke,1,8.6209,0.89075,1868.6,0.016941,1.6027E+07
0.43478,44.173,-6.2781,2.3209,,,6,Minke,1,8.6209,0.87188,4252.2,0.022545,1.9165E+07
0.34483,39.142,-4.2985,2.1803,,,6,Minke,1,8.6209,0.89929,2321.6,0.014848,1.8004E+07
